字词	拼音	词频
海淀区	hai dian qu	747
建筑面积	jian zhu mian ji	747
信息系统	xin xi xi tong	747
太忙	tai mang	746
脱落	tuo luo	746
老爷	lao ye	746
互联	hu lian	746
将它	jiang ta	746
期末	qi mo	746
修饰	xiu shi	746
任性	ren xing	746
沧桑	cang sang	746
完后	wan hou	746
出发点	chu fa dian	746
吞	tun	745
裙	qun	745
病房	bing fang	745
顶尖	ding jian	745
特长	te chang	745
投影	tou ying	745
改良	gai liang	745
豪宅	hao zhai	745
介质	jie zhi	745
写字	xie zi	745
终生	zhong sheng	745
充斥	chong chi	745
视力	shi li	745
一并	yi bing	745
议题	yi ti	745
有幸	you xing	745
变压器	bian ya qi	745
劳动保障	lao dong bao zhang	745
虐	nue	744
迷恋	mi lian	744
非典	fei dian	744
同感	tong gan	744
干的	gan de	744
顾虑	gu lv	744
还挺	hai ting	744
结实	jie shi	744
清澈	qing che	744
西西	xi xi	744
琢磨	zhuo mo	744
啥事	sha shi	744
最怕	zui pa	744
猜想	cai xiang	744
一班	yi ban	744
油耗	you hao	744
外网	wai wang	744
就够了	jiu gou le	744
想要的	xiang yao de	744
做出来	zuo chu lai	744
被认为是	bei ren wei shi	744
以为自己	yi wei zi ji	744
叠	die	743
疏	shu	743
芸	yun	743
判处	pan chu	743
复出	fu chu	743
大军	da jun	743
太平	tai ping	743
贪污	tan wu	743
跳出	tiao chu	743
年报	nian bao	743
改改	gai gai	743
抗体	kang ti	743
可观	ke guan	743
建模	jian mo	743
小米	xiao mi	743
小黑	xiao hei	743
心境	xin jing	743
潮湿	chao shi	743
人啊	ren a	743
办公楼	ban gong lou	743
服务商	fu wu shang	743
快捷键	kuai jie jian	743
生孩子	sheng hai zi	743
数据线	shu ju xian	743
也会有	ye hui you	743
阿富汗	a fu han	743
凭着	ping zhe	742
迷糊	mi hu	742
飞飞	fei fei	742
您对	nin dui	742
惊奇	jing qi	742
学子	xue zi	742
转速	zhuan su	742
燃油	ran you	742
浴室	yu shi	742
人与人	ren yu ren	742
阿森纳	a sen na	742
客户提供	ke hu ti gong	742
福特	fu te	741
打人	da ren	741
动荡	dong dang	741
特质	te zhi	741
体温	ti wen	741
良性	liang xing	741
海淀	hai dian	741
吓死	xia si	741
这天	zhe tian	741
置顶	zhi ding	741
传授	chuan shou	741
双双	shuang shuang	741
上街	shang jie	741
往年	wang nian	741
有太多	you tai duo	741
经济建设	jing ji jian she	741
物业管理	wu ye guan li	741
颠	dian	740
劫	jie	740
你做	ni zuo	740
昆山	kun shan	740
怀旧	huai jiu	740
向外	xiang wai	740
遗产	yi chan	740
位居	wei ju	740
吸引人	xi yin ren	740
输入框	shu ru kuang	740
兄弟姐妹	xiong di jie mei	740
锌	xin	739
砂	sha	739
郁	yu	739
黑马	hei ma	739
工作组	gong zuo zu	739
运动会	yun dong hui	739
共产主义	gong chan zhu yi	739
一模一样	yi mo yi yang	739
完全没有	wan quan mei you	739
亡	wang	738
分流	fen liu	738
推测	tui ce	738
历来	li lai	738
粒子	li zi	738
四方	si fang	738
疫情	yi qing	738
旅游业	lv you ye	738
热水器	re shui qi	738
这种方式	zhe zhong fang shi	738
以下简称	yi xia jian cheng	738
沾	zhan	737
尧	yao	737
不愧	bu kui	737
不象	bu xiang	737
面上	mian shang	737
到此	dao ci	737
天河	tian he	737
填充	tian chong	737
南路	nan lu	737
会所	hui suo	737
前列	qian lie	737
抓获	zhua huo	737
质地	zhi di	737
审视	shen shi	737
声誉	sheng yu	737
人能	ren neng	737
翘	qiao	736
株	zhu	736
穗	sui	736
邮	you	736
涌	yong	736
不熟	bu shu	736
翡翠	fei cui	736
坦言	tan yan	736
通往	tong wang	736
鸟人	niao ren	736
顾及	gu ji	736
转会	zhuan hui	736
衣物	yi wu	736
积极参与	ji ji can yu	736
潜	qian	735
笼罩	long zhao	735
前卫	qian wei	735
武侠	wu xia	735
聪	cong	734
别忘	bie wang	734
跟上	gen shang	734
快餐	kuai can	734
喉咙	hou long	734
总归	zong gui	734
此文	ci wen	734
三条	san tiao	734
一票	yi piao	734
家里人	jia li ren	734
有点儿	you dian er	734
重要作用	zhong yao zuo yong	734
被判	bei pan	733
简体	jian ti	733
秋风	qiu feng	733
皱纹	zhou wen	733
畅销	chang xiao	733
缩写	suo xie	733
一架	yi jia	733
无数次	wu shu ci	733
具体情况	ju ti qing kuang	733
陵	ling	732
糊	hu	732
谓	wei	732
逃离	tao li	732
强硬	qiang ying	732
西路	xi lu	732
吃掉	chi diao	732
师范	shi fan	732
十七	shi qi	732
树叶	shu ye	732
赞赏	zan shang	732
残疾	can ji	732
一排	yi pai	732
音量	yin liang	732
没有时间	mei you shi jian	732
壶	hu	731
奔波	ben bo	731
并以	bing yi	731
分级	fen ji	731
都比	dou bi	731
华北	hua bei	731
黑屏	hei ping	731
红了	hong le	731
鉴别	jian bie	731
情结	qing jie	731
请示	qing shi	731
趣味	qu wei	731
这会	zhe hui	731
着实	zhuo shi	731
超时	chao shi	731
橱柜	chu gui	731
遥控	yao kong	731
安安	an an	731
媚	mei	730
饶	rao	730
订货	ding huo	730
弘扬	hong yang	730
小编	xiao bian	730
是啥	shi sha	730
湿润	shi run	730
做大	zuo da	730
阿拉	a la	730
前一天	qian yi tian	730
这都是	zhe dou shi	730
庚	geng	729
遍布	bian bu	729
粉红	fen hong	729
挡住	dang zhu	729
那家	na jia	729
那家	nei jia	729
交货	jiao huo	729
小明	xiao ming	729
专人	zhuan ren	729
扯淡	che dan	729
也比	ye bi	729
管理制度	guan li zhi du	729
慕	mu	728
坦	tan	728
便秘	bian mi	728
不免	bu mian	728
不全	bu quan	728
排版	pai ban	728
麦克	mai ke	728
李白	li bai	728
教我	jiao wo	728
巡逻	xun luo	728
泄漏	xie lou	728
新村	xin cun	728
性欲	xing yu	728
人妖	ren yao	728
再把	zai ba	728
造假	zao jia	728
妖怪	yao guai	728
提出来	ti chu lai	728
搞不懂	gao bu dong	728
一些问题	yi xie wen ti	728
半月	ban yue	727
漫步	man bu	727
到我	dao wo	727
糖果	tang guo	727
那叫	na jiao	727
后又	hou you	727
兴建	xing jian	727
招待	zhao dai	727
出让	chu rang	727
入睡	ru shui	727
总局	zong ju	727
曾有	ceng you	727
我俩	wo lia	727
梁朝伟	liang chao wei	727
将达到	jiang da dao	727
冒充	mao chong	726
方可	fang ke	726
附带	fu dai	726
袋子	dai zi	726
第八	di ba	726
贴在	tie zai	726
理科	li ke	726
交待	jiao dai	726
较量	jiao liang	726
偿还	chang huan	726
撒谎	sa huang	726
一盘	yi pan	726
一角	yi jiao	726
网银	wang yin	726
技术创新	ji shu chuang xin	726
一如既往	yi ru ji wang	726
咖	ga	725
丘	qiu	725
配音	pei yin	725
皮鞋	pi xie	725
浓郁	nong yu	725
性情	xing qing	725
怎能	zen neng	725
思科	si ke	725
诱导	you dao	725
有线	you xian	725
领导者	ling dao zhe	725
主办方	zhu ban fang	725
收视率	shou shi lv	725
繁	fan	724
兜	dou	724
监	jian	724
寨	zhai	724
搓	cuo	724
蚊	wen	724
愤青	fen qing	724
挑剔	tiao ti	724
那一	na yi	724
领会	ling hui	724
关照	guan zhao	724
供水	gong shui	724
极少	ji shao	724
自考	zi kao	724
残留	can liu	724
养生	yang sheng	724
因其	yin qi	724
忧虑	you lv	724
接电话	jie dian hua	724
比较喜欢	bi jiao xi huan	724
离我	li wo	723
灌灌	guan guan	723
汇集	hui ji	723
驾车	jia che	723
解码	jie ma	723
清算	qing suan	723
支架	zhi jia	723
耀眼	yao yan	723
樱桃	ying tao	723
汶川	wen chuan	723
黑名单	hei ming dan	723
霖	lin	722
必有	bi you	722
波兰	bo lan	722
不谈	bu tan	722
普京	pu jing	722
猫咪	mao mi	722
敏锐	min rui	722
毒素	du su	722
投稿	tou gao	722
难听	nan ting	722
光头	guang tou	722
更像	geng xiang	722
加点	jia dian	722
治病	zhi bing	722
沉迷	chen mi	722
呻吟	shen yin	722
胜负	sheng fu	722
时时	shi shi	722
人手	ren shou	722
所知	suo zhi	722
有货	you huo	722
多样化	duo yang hua	722
事业部	shi ye bu	722
没有关系	mei you guan xi	722
党员干部	dang yuan gan bu	722
各级政府	ge ji zheng fu	722
绍	shao	721
遥	yao	721
犯人	fan ren	721
观光	guan guang	721
该校	gai xiao	721
何以	he yi	721
强国	qiang guo	721
主打	zhu da	721
商户	shang hu	721
第三者	di san zhe	721
英文版	ying wen ban	721
牧	mu	720
楠	nan	720
验	yan	720
明早	ming zao	720
读过	du guo	720
唐朝	tang chao	720
后才	hou cai	720
养活	yang huo	720
往前	wang qian	720
您需要	nin xu yao	720
我帮你	wo bang ni	720
吟	yin	719
方程	fang cheng	719
坦白	tan bai	719
舰队	jian dui	719
奇特	qi te	719
朝阳	chao yang	719
谣言	yao yan	719
游玩	you wan	719
毕业证	bi ye zheng	719
德国人	de guo ren	719
把手	ba shou	718
峰会	feng hui	718
话剧	hua ju	718
生化	sheng hua	718
睡衣	shui yi	718
一届	yi jie	718
预备	yu bei	718
愉悦	yu yue	718
恶性	e xing	718
集装箱	ji zhuang xiang	718
想象力	xiang xiang li	718
构建和谐	gou jian he xie	718
研究人员	yan jiu ren yuan	718
裴	pei	717
东芝	dong zhi	717
中年	zhong nian	717
外边	wai bian	717
蜗牛	wo niu	717
看不清	kan bu qing	717
小家伙	xiao jia huo	717
竞技	jing ji	716
上火	shang huo	716
溶液	rong ye	716
入围	ru wei	716
自恋	zi lian	716
作物	zuo wu	716
总决赛	zong jue sai	716
打的	da di	715
轮廓	lun kuo	715
开场	kai chang	715
浸泡	jin pao	715
之手	zhi shou	715
之意	zhi yi	715
传球	chuan qiu	715
长征	chang zheng	715
所作	suo zuo	715
仪表	yi biao	715
点点头	dian dian tou	715
房地产业	fang di chan ye	715
北海	bei hai	714
贴吧	tie ba	714
光泽	guang ze	714
怪怪	guai guai	714
开阔	kai kuo	714
婚后	hun hou	714
核查	he cha	714
亨利	heng li	714
均由	jun you	714
间谍	jian die	714
情书	qing shu	714
鲜艳	xian yan	714
写给	xie gei	714
些许	xie xu	714
仲裁	zhong cai	714
冲洗	chong xi	714
杀害	sha hai	714
时会	shi hui	714
用完	yong wan	714
万能	wan neng	714
抗生素	kang sheng su	714
正式版	zheng shi ban	714
在这一	zai zhe yi	714
一瞬间	yi shun jian	714
目前国内	mu qian guo nei	714
驱动程序	qu dong cheng xu	714
再也没有	zai ye mei you	714
缠	chan	713
他俩	ta lia	713
脸部	lian bu	713
嘉兴	jia xing	713
线性	xian xing	713
战绩	zhan ji	713
之势	zhi shi	713
死活	si huo	713
索赔	suo pei	713
演习	yan xi	713
问好	wen hao	713
你就会	ni jiu hui	713
全国人民	quan guo ren min	713
其他国家	qi ta guo jia	713
哉	zai	712
扶贫	fu pin	712
扭转	niu zhuan	712
留恋	liu lian	712
路人	lu ren	712
高调	gao diao	712
接手	jie shou	712
敬业	jing ye	712
牵着	qian zhe	712
仙子	xian zi	712
手淫	shou yin	712
从没	cong mei	712
第二届	di er jie	712
浇	jiao	711
齿	chi	711
民事	min shi	711
谅解	liang jie	711
路程	lu cheng	711
胡说	hu shuo	711
居多	ju duo	711
事发	shi fa	711
手柄	shou bing	711
油漆	you qi	711
法拉利	fa la li	711
搞清楚	gao qing chu	711
算不算	suan bu suan	711
系列产品	xi lie chan pin	711
挥	hui	710
梦中	meng zhong	710
提速	ti su	710
老张	lao zhang	710
勤劳	qin lao	710
清凉	qing liang	710
刷牙	shua ya	710
市政	shi zheng	710
要吃	yao chi	710
已然	yi ran	710
果然是	guo ran shi	710
直接影响	zhi jie ying xiang	710
祭	ji	709
被打	bei da	709
低廉	di lian	709
体谅	ti liang	709
您有	nin you	709
取胜	qu sheng	709
章节	zhang jie	709
主权	zhu quan	709
阻挡	zu dang	709
正在进行	zheng zai jin xing	709
拼搏	pin bo	708
腐蚀	fu shi	708
高雅	gao ya	708
欣喜	xin xi	708
装机	zhuang ji	708
不要太	bu yao tai	708
多长时间	duo chang shi jian	708
日常生活	ri chang sheng huo	708
并与	bing yu	707
平行	ping xing	707
点滴	dian di	707
刚到	gang dao	707
后人	hou ren	707
基数	ji shu	707
亲吻	qin wen	707
抽空	chou kong	707
时装	shi zhuang	707
十余	shi yu	707
书房	shu fang	707
喜欢吃	xi huan chi	707
有效性	you xiao xing	707
不是很好	bu shi hen hao	707
体制改革	ti zhi gai ge	707
文明用语	wen ming yong yu	707
庞	pang	706
朋	peng	706
拾	shi	706
惟	wei	706
播客	bo ke	706
明基	ming ji	706
离谱	li pu	706
楼房	lou fang	706
格子	ge zi	706
亲友	qin you	706
相近	xiang jin	706
星光	xing guang	706
珍藏	zhen cang	706
双腿	shuang tui	706
妊娠	ren shen	706
死的	si de	706
要将	yao jiang	706
又将	you jiang	706
违约	wei yue	706
乒乓球	ping pang qiu	706
台湾人	tai wan ren	706
六合彩	liu he cai	706
阶段性	jie duan xing	706
元人民币	yuan ren min bi	706
报关	bao guan	705
排骨	pai gu	705
门将	men jiang	705
翻页	fan ye	705
复试	fu shi	705
太极	tai ji	705
推翻	tui fan	705
却有	que you	705
瞧瞧	qiao qiao	705
现今	xian jin	705
许久	xu jiu	705
重现	chong xian	705
单单	dan dan	704
乱说	luan shuo	704
相见	xiang jian	704
虚空	xu kong	704
专制	zhuan zhi	704
柴油	chai you	704
善意	shan yi	704
飞行员	fei xing yuan	704
过生日	guo sheng ri	704
收音机	shou yin ji	704
膏	gao	703
吸纳	xi na	703
乘车	cheng che	703
谁有	shui you	703
缩水	suo shui	703
二百	er bai	703
好地方	hao di fang	703
纪录片	ji lu pian	703
这一年	zhe yi nian	703
只是个	zhi shi ge	703
对外开放	dui wai kai fang	703
这种事情	zhe zhong shi qing	703
智能手机	zhi neng shou ji	703
不容	bu rong	702
短片	duan pian	702
当她	dang ta	702
典范	dian fan	702
能为	neng wei	702
来访	lai fang	702
货源	huo yuan	702
中考	zhong kao	702
着眼	zhuo yan	702
操控	cao kong	702
看看吧	kan kan ba	702
显示屏	xian shi ping	702
参与者	can yu zhe	702
有一位	you yi wei	702
在网络上	zai wang luo shang	702
坝	ba	701
科普	ke pu	701
敬请	jing qing	701
惊醒	jing xing	701
起始	qi shi	701
指控	zhi kong	701
察觉	cha jue	701
人流	ren liu	701
为由	wei you	701
暗暗	an an	701
人都知道	ren dou zhi dao	701
拖欠	tuo qian	700
弄到	nong dao	700
几只	ji zhi	700
挤压	ji ya	700
家住	jia zhu	700
揭晓	jie xiao	700
精明	jing ming	700
欺诈	qi zha	700
阵阵	zhen zhen	700
成型	cheng xing	700
湿地	shi di	700
荣耀	rong yao	700
又好	you hao	700
锐	rui	699
不快	bu kuai	699
偏低	pian di	699
复发	fu fa	699
复仇	fu chou	699
凸显	tu xian	699
尼康	ni kang	699
光电	guang dian	699
光顾	guang gu	699
狗屁	gou pi	699
锅炉	guo lu	699
过热	guo re	699
好嘛	hao ma	699
惠州	hui zhou	699
讲讲	jiang jiang	699
限量	xian liang	699
心血	xin xue	699
壮观	zhuang guan	699
这让	zhe rang	699
触动	chu dong	699
沙子	sha zi	699
上任	shang ren	699
授课	shou ke	699
燃气	ran qi	699
三楼	san lou	699
二个	er ge	699
而出	er chu	699
赵本山	zhao ben shan	699
次会议	ci hui yi	699
相结合的	xiang jie he de	699
世界各国	shi jie ge guo	699
永远不会	yong yuan bu hui	699
备战	bei zhan	698
当真	dang zhen	698
团伙	tuan huo	698
几名	ji ming	698
手掌	shou zhang	698
输给	shu gei	698
游行	you xing	698
又称	you cheng	698
与人	yu ren	698
反映出	fan ying chu	698
不用担心	bu yong dan xin	698
敷	fu	697
筒	tong	697
飞快	fei kuai	697
高高	gao gao	697
寒假	han jia	697
轰动	hong dong	697
尖叫	jian jiao	697
撞击	zhuang ji	697
整机	zheng ji	697
双倍	shuang bei	697
走私	zou si	697
营运	ying yun	697
更喜欢	geng xi huan	697
一等奖	yi deng jiang	697
电视节目	dian shi jie mu	697
喵	miao	696
涉	she	696
本部	ben bu	696
胖胖	pang pang	696
都给	dou gei	696
婷婷	ting ting	696
听你	ting ni	696
透支	tou zhi	696
个子	ge zi	696
工序	gong xu	696
回合	hui he	696
讲到	jiang dao	696
得很好	de hen hao	696
恨不得	hen bu de	696
前不久	qian bu jiu	696
是一项	shi yi xiang	696
大洋	da yang	695
电费	dian fei	695
吐血	tu xue	695
靠着	kao zhe	695
可说	ke shuo	695
假冒	jia mao	695
产值	chan zhi	695
过两天	guo liang tian	695
家企业	jia qi ye	695
传染病	chuan ran bing	695
一回事	yi hui shi	695
有很多人	you hen duo ren	695
柏林	bo lin	694
滥用	lan yong	694
减排	jian pai	694
先用	xian yong	694
吹牛	chui niu	694
伺候	ci hou	694
色调	se diao	694
私服	si fu	694
很可爱	hen ke ai	694
粪	fen	693
达人	da ren	693
德语	de yu	693
第十	di shi	693
他所	ta suo	693
看错	kan cuo	693
站内	zhan nei	693
自慰	zi wei	693
匆忙	cong mang	693
丝绸	si chou	693
思索	si suo	693
死于	si yu	693
不要脸	bu yao lian	693
北京时间	bei jing shi jian	693
边个	bian ge	692
分担	fen dan	692
女优	nv you	692
那场	na chang	692
鲁能	lu neng	692
公用	gong yong	692
考古	kao gu	692
金华	jin hua	692
进驻	jin zhu	692
金子	jin zi	692
精密	jing mi	692
却也	que ye	692
前夕	qian xi	692
清空	qing kong	692
雪山	xue shan	692
小品	xiao pin	692
这将	zhe jiang	692
耻辱	chi ru	692
受灾	shou zai	692
树上	shu shang	692
综述	zong shu	692
诉说	su shuo	692
乙肝	yi gan	692
幽灵	you ling	692
代理人	dai li ren	692
教科书	jiao ke shu	692
国际社会	guo ji she hui	692
解决办法	jie jue ban fa	692
门派	men pai	691
递给	di gei	691
那首	na shou	691
旅程	lv cheng	691
九点	jiu dian	691
少有	shao you	691
说错	shuo cuo	691
挽救	wan jiu	691
我院	wo yuan	691
过日子	guo ri zi	691
倒塌	dao ta	690
底盘	di pan	690
脑海	nao hai	690
供求	gong qiu	690
教主	jiao zhu	690
珠江	zhu jiang	690
容忍	rong ren	690
一包	yi bao	690
专业人士	zhuan ye ren shi	690
派遣	pai qian	689
拍戏	pai xi	689
风度	feng du	689
蛋蛋	dan dan	689
朵朵	duo duo	689
娜娜	na na	689
输送	shu song	689
未婚	wei hun	689
暗影	an ying	689
准确性	zhun que xing	689
人民网	ren min wang	689
挪	nuo	688
变身	bian shen	688
大纲	da gang	688
赌场	du chang	688
涂抹	tu mo	688
关税	guan shui	688
盖茨	gai ci	688
请看	qing kan	688
专柜	zhuan gui	688
坐坐	zuo zuo	688
测算	ce suan	688
买房子	mai fang zi	688
两方面	liang fang mian	688
署	shu	687
没完	mei wan	687
答题	da ti	687
逆转	ni zhuan	687
罗嗦	luo suo	687
僵尸	jiang shi	687
小鬼	xiao gui	687
窒息	zhi xi	687
财力	cai li	687
无言	wu yan	687
拧	ning	686
佬	lao	686
阮	ruan	686
